,word,urú,prefix,suffix
4903,Áireoidh,,,idh
4904,ligfear,,,fear
4905,aníos,,an,íos
4906,Cinn,,,inn
4907,cailín,,,ín
4908,deachúlacha,,dea,acha
4909,hinfheistíocht,h,in,íocht
4910,marcálta,,,ta
4911,d'fhodhlíthe,d',,the
4912,Cuirte,,,te
4913,haisghabhála,h,ais,a
4914,cócaireán,,,eán
4915,Bodicea,,,a
4916,áirgiúlacht,,,acht
4917,hathbhreithnithe,h,ath,ithe
4918,Lóistíocht,,,íocht
4919,cruinne,,,ne
4920,bhforchuirtear,bh,for,ear
4921,Siniú,,,iú
4922,Buille,,,e
4923,comhphróiseas,,comh,eas
4924,léirítí,,,ítí
4925,thrasnú,,,ú
4926,trasbhealaí,,tras,aí
4927,dhlítheanaigh,,,aigh
4928,míondíola,,mí,a
4929,n-athdhúichiú,n-,ath,iú
4930,iamh,,,amh
4931,roinne,,ro,ne
4932,TurasÃ3ireachta,,,ta
4933,bhFáilí,bh,,í
4934,Íoslódáilí,,,í
4935,bpríomhghnéithe,b,príomh,ithe
4936,d'fheachtas,d',,tas
4937,PowerPáirtí,,,tí
4938,bróicéireachta,,,ta
4939,céadna,,céad,na
4940,rothra,,ro,ra
4941,Inghlacthacht,,,acht
4942,caibidlí,,,í
4943,cúpóin,,,in
4944,tsúil,t,,úil
4945,eagraigh,,,aigh
4946,ghearra,,,ra
4947,dtráthanna,d,,anna
4948,ghlaisála,,,a
4949,chruthanna,,,anna
4950,Achtanna,,,anna
4951,chosúlacht,,,acht
4952,líonléitheoir,,,eoir
4953,charthanacht,,,acht
4954,acusan,,,san
4955,mhórthonnáiste,,,te
4956,neamhchaighdeánacha,,neamh,acha
4957,húsáitear,h,,ear
4958,Síceolaí,,,aí
4959,forásach,,for,ach
4960,dabhachán,,,achán
4961,para,,,ra
4962,ortsa,,,sa
4963,mhalairtiú,,,iú
4964,bhialann,,,lann
4965,Réada,,,da
4966,Harris,,,is
4967,bhrú-scaoileadh,,,eadh
4968,Absalóideach,,,óideach
4969,píosaí,,,aí
4970,atrátha,,,tha
4971,gníomhaireacht,,,eacht
4972,fhrithdhílse,,,se
4973,shaineolaí,,,aí
4974,cuntasacht,,,acht
4975,hÚMEanna,h,,anna
4976,chara,,,ra
4977,chodarsnacht,,,acht
4978,suimithe,,,ithe
4979,chompordach,,,ach
4980,ceannasach,,ceann,ach
4981,saincheisteanna,,sain,eanna
4982,chlúmhilltigh,,,tigh
4983,Bahámaí,,,aí
4984,Casacht,,,acht
4985,2-méadar,,,méadar
4986,eidhneán,,,eán
4987,ilchodaigh,,il,aigh
4988,fhorordaithe,,,aithe
4989,Malartú,,,ú
4990,mionnaí,,mion,aí
4991,sheolfar,,,far
4992,Íoca,,,a
4993,laigí,,,igí
4994,chríochnaiteach,,,each
4995,tugtar,t,,tar
4996,fúinn,,,inn
4997,Mhíchumas,,,as
4998,tomhaiseanna,t,,eanna
4999,haturnae,h,,e
5000,toscaireacht,t,,eacht
5001,Comhachtanna,,,anna
5002,thábhachtacha,,,acha
5003,cumhdaigh,,,aigh
5004,dínádúróir,,dí,óir
5005,spíosa,,,sa
5006,Oileán,,,eán
5007,infheidhmeachta,,in,ta
5008,dteorannú,d,teo,ú
5009,dhófaidh,,,faidh
5010,mion-fháltais,,mion,ais
5011,fhéiceáil,,,áil
5012,Mhacasamhlú,,,ú
5013,ceannoifigí,,ceann,igí
5014,víreolaíocht,,,aíocht
5015,gceapfar,g,,far
5016,nguais,n,,ais
5017,Fíoraigh,,,aigh
5018,leabharliostaí,,,taí
5019,chumarsáide,,,e
5020,nAirí,,,í
5021,peataí,,,taí
5022,foscaidh,,fo,aidh
5023,Uaine,,,ne
5024,nichurtha,,,tha
5025,colláis,,,áis
5026,Diúltaímid,,,aímid
5027,Díospóide,,,e
5028,neamh-silicone,,neamh,ne
5029,meáin,,,in
5030,niú,,,iú
5031,Fheistí,,,tí
5032,déileáladh,,dé,adh
5033,gcuidíonn,g,,íonn
5034,shortáil,,,áil
5035,Cnámha,,,a
5036,phríomhscannán,,,án
5037,Mhacadóin,,,in
5038,Bhaineann,,,eann
5039,Chaisleáin,,,in
5040,caomhnóir,,,óir
5041,diverse,,,se
5042,náirithíonn,,,íonn
5043,Thíos,,,íos
5044,fo-iarsmaí,,fo,aí
5045,gCeanada,g,,da
5046,bliain,,,in
5047,iasachta,,,ta
5048,Státchiste,,,te
5049,háirmhíodh,h,,íodh
5050,dtairbhíonn,d,,íonn
5051,radio-theileagrafíochta,,,ta
5052,Mainneachtain,,,in
5053,craoltóra,,,ra
5054,aeraspáis,,aera,áis
5055,mhionscála,,,a
5056,gcinneadh,g,cinn,eadh
5057,mbreosla,m,,a
5058,dronuilleogacha,,,acha
5059,Ordaithe,,,aithe
5060,comhchomhairle,,comh,e
5061,foghabhálacha,,fo,acha
5062,Comhroghnaítear,,,ítear
5063,Trédhearcacht,,,arcacht
5064,íocadh,,,adh
5065,mhine,,,ne
5066,comórtasach,,,ach
5067,bhuan-fhostaithe,,,aithe
5068,earcóirí,,,í
5069,maisiúla,,,a
5070,malartófar,,,ófar
5071,Sholáthraigh,,,aigh
5072,Ceangailte,,,te
5073,Taisce,,,e
5074,Rúis,,,is
5075,gcuntar,g,,tar
5076,fhorlíonta,,,ta
5077,D'aithin,D',aith,in
5078,liathróidí,,,í
5079,áirmheofar,,,far
5080,chomhbheartas,,,tas
5081,Alvegia,,,ia
5082,príomha,,príomh,a
5083,Fhorálacha,,,acha
5084,meicniúla,,,a
5085,caibidlíocht,,,íocht
5086,timpistí,t,,tí
5087,imcheimniúcháin,,im,in
5088,leathstad,,leath,ad
5089,neodróin,,neo,in
5090,dteachtfaidh,d,,faidh
5091,gléasanna,,,anna
5092,chumasú,,,ú
5093,Eadaigh,,,aigh
5094,brónna,,,na
5095,treoróidh,,,óidh
5096,Aturnaetha,,,tha
5097,dtomhaltán,d,,án
5098,gcúis,g,,is
5099,fheirmeoirí,,,í
5100,leigeann,,,eann
5101,deascadh,,dea,adh
5102,dhaingneoidh,,,idh
5103,Déirithe,,,ithe
5104,Quinn,,,inn
5105,meargánta,,,ta
5106,hArdeaglaise,h,,se
5107,seirbheálfaí,,,aí
5108,theage,,,e
5109,Éanna,,,anna
5110,meghabiskan,,,an
5111,píb-líne,,,ne
5112,fhíseán,,,eán
5113,trópaiceacha,,,eacha
5114,Spáráil,,,áil
5115,misinéirí,,,í
5116,liricí,,,í
5117,corpraíodh,,,íodh
5118,tráthrialta,,,ta
5119,onnmhuiriucháin,,,in
5120,mótarchánach,,,ach
5121,gcuimsítear,g,,ítear
5122,uisce-dhíonacha,,,acha
5123,Inneallghluaiste,,,te
5124,Tagraítear,,,ítear
5125,mór-imeachtaí,,mór,taí
5126,neamhumhlóid,,neamh,óid
5127,hIarrataí,h,,taí
5128,comhfhreagrach,,comh,ach
5129,ciseán,,,eán
5130,plugáilte,,,te
5131,sorcóir,,so,óir
5132,fhaiche,,,e
5133,Melaleuca,,,a
5134,cneasaithe,,,aithe
5135,Sheas,,,eas
5136,neamhchreidmheasa,,neamh,sa
5137,Meáchain,,,in
5138,bhinsí,,,í
5139,ardbhrú,,ard,ú
5140,suíochánra,,,ra
5141,obháideacha,,,eacha
5142,fhormheasfas,,,fas
5143,Riarthóir,,,thóir
5144,mamaigh,,,aigh
5145,Gloiní,,,í
5146,nuachóirithe,,nua,ithe
5147,4ú,,,ú
5148,gcustaiméirí,g,,í
5149,shnáithe,,,ithe
5150,sraitheacha,,,eacha
5151,daingníodh,,,íodh
5152,fealsúnach,,,ach
5153,mheanma,,,a
5154,héadan,h,éa,an
5155,tuilte,t,,te
5156,iarrfar,,iar,far
5157,Díchumasaigh,,,aigh
5158,Díolmhófar,,,ófar
5159,táibléad,t,,éad
5160,neamh-inslithe,,neamh,ithe
5161,lánaimseartha,,,tha
5162,ceannaíocht,,ceann,aíocht
5163,Ághais,,,ais
5164,ruithniúcháin,,,in
5165,soláthraítear,,so,ítear
5166,deirtear,,,ear
5167,Maidne,,,ne
5168,colann,,,lann
5169,bhinn,,,inn
5170,bhrostú,,,ú
5171,thrialaigh,,,aigh
5172,Triamterene,,,ne
5173,Druidim,,,im
5174,Aontaithe,,,aithe
5175,chomlíonfaidh,,,faidh
5176,gúnaí,,,aí
5177,liotúirge,,,e
5178,Oibriúcháin,,,in
5179,Ghnóthú,,,ú
5180,muileanndamba,,,a
5181,Dréachtóidh,,,óidh
5182,dhíobhálú,,,ú
5183,maoirseahta,,,ta
5184,Uachtaraighe,,,e
5185,chánach,,,ach
5186,náisiúntachtaí,,,taí
5187,Tarchurtha,,,tha
5188,Dliteanais,,,ais
5189,Príomh-Fheidhmeannach,,,ach
5190,ghabhtar,,,tar
5191,dhírialáil,,,áil
5192,thaibhsí,,,í
5193,haithníodh,h,aith,íodh
5194,comhinfheistíochta,,comh,ta
5195,phráinnigh,,,igh
5196,tsean-choróinchíos,t,,íos
5197,ard-chumhachta,,ard,ta
5198,d'uigeachtaí,d',,taí
5199,taobhlach,t,,ach
5200,daille,,,e
5201,phiocadh,,,adh
5202,fhichiú,,,iú
5203,doiléireachta,,do,ta
5204,Luisa,,,sa
5205,shnasú,,,ú
5206,Sceidealacha,,,acha
5207,Clárú-chruthú,,,ú
5208,Samhain,,,in
5209,mbreithiúna,m,,na
5210,sár-iarracht,,sár,acht
5211,Sanka,,,a
5212,tharraingteach,,,each
5213,fhéiniúlacht,,,acht
5214,ballapháipéir,,,éir
5215,Fa,,,a
5216,thógainte,,,te
5217,Iomlán,,,án
5218,díshealbhú,,dí,ú
5219,sruthchúrsa,,,sa
5220,úsáidfar,,,far
5221,thonna,,,na
5222,Éigin,,,gin
5223,colúin,,,in
5224,thromaí,,,aí
5225,thortanna,,,anna
5226,trasatlantacha,,tras,acha
5227,Ard-beachtais,,,ais
5228,imoibriú,,im,iú
5229,dtéigheann,d,,eann
5230,n-eireoidh,n-,,idh
5231,áitreibh,,,ibh
5232,Beartaithe,,,aithe
5233,Costaisí,,,í
5234,Near,,,ear
5235,hardcore,h,ard,e
5236,Phríomh-Chiste,,,te
5237,Ilchreidmheach,,,each
5238,asaithe,,as,aithe
5239,dea-eitleoireacht,,dea,eacht
5240,cuairteanna,,,eanna
5241,hÉireann,h,,eann
5242,Críochnófar,,,ófar
5243,chomhéadan,,,an
5244,Tuarascálacha,,,acha
5245,athláimhe,,ath,e
5246,chomhaontófar,,,ófar
5247,infheidhmithe,,in,ithe
5248,Uachtaraí,,,aí
5249,mianach,,,ach
5250,breac-dhífhostaíocht,,breac,aíocht
5251,íosta,,íos,ta
5252,ghlacann,,,ann
5253,taifeadta,t,,ta
5254,poirceallán,,,án
5255,pheirspictíocht,,,íocht
5256,urraim,,ur,aim
5257,cionroinneadh,,,eadh
5258,póna,,,na
5259,oilte,,,te
5260,t-easnamh,t-,eas,amh
5261,Tarraingíodh,,,íodh
5262,fiaclóireachta,,fia,ta
5263,Dea-Coileach,,,each
5264,Máithreacha,,,eacha
5265,Insamhlóir,,,óir
5266,Fuaimniú,,,iú
5267,Slainte,,,te
5268,potais,,,ais
5269,oileadh,,,eadh
5270,bhána,,,na
5271,m'íocaíocht,,,aíocht
5272,Teicniúil,,,úil
5273,mhí,,,í
5274,gcreidiúint,g,,úint
5275,có-dhéanta,,,ta
5276,fíona,,,na
5277,Maoirsithe,,,ithe
5278,iar-réamhainmneacha,,iar,eacha
5279,ard-choitianta,,ard,ta
5280,an-ionadh,,an,adh
5281,theicniúil,,,úil
5282,Gléasanna,,,anna
5283,fhioscach,,,ach
5284,manach,,,ach
5285,Ghearmánacha,,,acha
5286,corrlach,,corr,ach
5287,athghiniúint,,ath,úint
5288,dteangacha,d,,acha
5289,d'fheistiú,d',,iú
5290,chomhchónaitheoir,,,eoir
5291,bhiteicneolaíocht,,,aíocht
5292,léirmheastóireacht,,,eacht
5293,stóirín,,,ín
5294,Mhórbhóithre,,,e
5295,dáiríre,,dá,e
5296,ath-ordú,,ath,ú
5297,tOllamh,t,,amh
5298,fheictear,,,ear
5299,t-achomharcóir,t-,,óir
5300,páirtnéara,,páirt,ra
5301,hAthruithe,h,,ithe
5302,D'fhoghlaim,D',,aim
5303,t-aonad,t-,aon,ad
5304,dtuigfeadh,d,,eadh
5305,Stalingrad,,,ad
5306,láidir-amuigh,,,igh
5307,Locadh,,,adh
5308,fheabhsaithe,,,aithe
5309,hallmhairí,h,,í
5310,inghairthe,,in,the
5311,aeroibrithe,,aer,ithe
5312,phíopaí,,,aí
5313,phríomhfheidhmeannaigh,,,aigh
5314,taisligh,t,tais,igh
5315,dhearcaí,,,aí
5316,consighníodh,,,íodh
5317,séarachas,,,achas
5318,gclófar,g,,ófar
5319,roimh-shealbhadóir,,ro,adóir
5320,Aithrisíonn,,,íonn
5321,n-airbheartaíonn,n-,,aíonn
5322,ilchríochach,,il,ach
5323,chompánach,,,ach
5324,Skłodowska-Curie,,,e
5325,Chlós,,,ós
5326,fionnachtana,,,na
5327,guaillí,,,í
5328,gcalaois,g,,is
5329,Excise,,,se
5330,scarráil,,,áil
5331,bainim,,bain,im
5332,Dúnadóir,,,adóir
5333,pailéad,,pailé,éad
5334,ndeonaítear,n,,ítear
5335,Láithreacht-feabhsaithe,,,aithe
5336,oslódáil,,os,áil
5337,cairte,,,te
5338,fornáisiúnta,,for,ta
5339,údáilte,,,te
5340,neamhdhleathacha,,neamh,acha
5341,Mhoncaí,,,aí
5342,hinniúlacht,h,in,acht
5343,Scagdhealú,,,alú
5344,phríobhaideachas,,,achas
5345,Andóra,,,ra
5346,hästdelägare,,,e
5347,dtomhaltóirí,d,,í
5348,ciontóir,,,tóir
5349,maidine,,,ne
5350,páirtnéireachtaí,,páirt,taí
5351,Aclaíocht,,,aíocht
5352,tosnú,t,,ú
5353,gcumhachtú,g,,ú
5354,tuisceana,t,,na
5355,As-Cúrsa,,,sa
5356,tancanna,t,,anna
5357,forchoimeádais,,for,ais
5358,neamhábalta,,neamh,ta
5359,scuipéara,,,ra
5360,fraochán,,,án
5361,impire,,im,ire
5362,mholfaimis,,,imis
5363,n-iniúchadh,n-,in,adh
5364,salicin,,,in
5365,d'fhorleathnú,d',,ú
5366,brúigh,,,igh
5367,Cheannuitheach,,,each
5368,infhaighteacht,,in,eacht
5369,fheabhsúcháin,,,in
5370,píopaí,,,aí
5371,geall-phaideanna,,,eanna
5372,dTosach,d,,ach
5373,cúntach,,,ach
5374,n-oideachasóirí,n-,,í
5375,phríomhoidí,,,í
5376,Liteartha,,,tha
5377,cheartanna,,,anna
5378,Cócaráil,,,áil
5379,litriú,,,iú
5380,narrativa,,,a
5381,gciallaíonn,g,,aíonn
5382,comhoibríocha,,comh,a
5383,comhaiseacha,,comh,eacha
5384,druimáil,,,áil
5385,leathnuithe,,leath,ithe
5386,mheascán,,,án
5387,Céad,,,éad
5388,abairtí,,,tí
5389,Chaiteachas,,,achas
5390,hordacháin,h,,in
5391,tairisgintí,t,,tí
5392,comhchórais,,comh,ais
5393,faighteoirí,,,í
5394,d'fhéastaí,d',,taí
5395,Sanatoria,,,ia
5396,mairfidh,,,fidh
5397,chalaoiseach,,,each
5398,thréineáil,,,áil
5399,Méide,,,e
5400,éagumais,,éa,ais
5401,Athsheiceáil,,,áil
5402,forbróir,,for,óir
5403,inspéise,,in,se
5404,próisisín,,,ín
5405,Leasaitheoirí,,,í
5406,Phoblacht,,,acht
5407,earrach-bhunúsach,,,ach
5408,Cúnta,,,ta
5409,fhorbhia,,,ia
5410,osclaíodh,,os,íodh
5411,follasach,,fo,ach
5412,áirmhithe,,,ithe
5413,chruinnigh,,,igh
5414,fichiú,,,iú
5415,caocha,,,a
5416,Redhead,,,ad
5417,bhfearann,bh,fear,ann
5418,réamhbhearta,,réamh,ta
5419,Móraonach,,,ach
5420,Féin,,,éin
5421,Bhuan-Orduithe,,,ithe
5422,mb'ionann,m,,ann
5423,Fhine,,,ne
5424,mailíseach,,,each
5425,bhunaitheoir,,,eoir
5426,áireoidh,,,idh
5427,beag-sreabhach,,beag,ach
5428,heisiúint,h,eisi,úint
5429,7-9-ú,,,ú
5430,easpach,,eas,ach
5431,hearcú,h,,ú
5432,mhacasamhail,,,amhail
5433,vacsaínithe,,,ithe
5434,Chuma,,,a
5435,Ardluais,,,ais
5436,góchumtha,,,tha
5437,gcónaí,g,,aí
5438,Giúise,,,se
5439,creamadh,,,adh
5440,deataíodh,,dea,íodh
5441,leigfí,,,fí
5442,mhílíste,,,te
5443,ndíbhfidh,n,dí,fidh
5444,Bhagóid,,,óid
5445,páirithe,,,ithe
5446,próiseála,,,a
5447,Seiceáil,,,áil
5448,GCUInna,,,na
5449,turgabhála,t,,a
5450,chrúiscín,,,ín
5451,bhréatha,,,tha
5452,gcliantanna,g,,anna
5453,bréifneach,,,each
5454,d'oidhreacht,d',,eacht
5455,síciatrach,,síci,ach
5456,éifeachtúla,,,a
5457,Cuirimid,,,imid
5458,d'eolas,d',eo,as
5459,ciúine,,,ne
5460,Iarmhairtí,,,tí
5461,imghabhála,,im,a
5462,Chokwe,,,e
5463,airleactha,,,tha
5464,chomhdháil,,,áil
5465,Ullmhú,,,ú
5466,Nua-Theangacha,,,acha
5467,críochnaímid,,,aímid
5468,charnadh,,,adh
5469,Makka,,,a
5470,flótaí,,,taí
5471,Ainneoin,,,in
5472,gloine-snáithín,,,ín
5473,meicníochtaí,,,taí
5474,tobann,t,,ann
5475,Éalú,,,alú
5476,mionfháltais,,mion,ais
5477,t-innealra,t-,in,ra
5478,Marcóirí,,,í
5479,mhias,,,as
5480,Nanomicelle,,,e
5481,bhratach,,,ach
5482,Iodáilis,,,is
5483,péire,,,ire
5484,bhaintear,,,ear
5485,chomhairligh,,,igh
5486,shíneofar,,,far
5487,Máighe,,,e
5488,Fhinne,,,ne
5489,gcúrsa,g,,sa
5490,suntas,,,tas
5491,suiteála,,,a
5492,comhdhlúthú,,comh,ú
5493,phríobháideacha,,,eacha
5494,Chóireála,,,a
5495,t-infheistiú,t-,in,iú
5496,again,,,in
5497,hionstruim,h,ion,im
5498,Meaisín,,,ín
5499,fhorluchtú,,,ú
5500,fhormheasann,,,ann
5501,diarioas,,dia,as
5502,bpaicéad,b,,éad
5503,coillearnach,,,ach
5504,Dhírigh,,,igh
5505,deilfeanna,,,eanna
5506,dhealrós,,,ós
5507,ró-eaglach,,ró,ach
5508,Caomhantais,,,ais
5509,sárú,,sár,ú
5510,Beannaithe,,,aithe
5511,iníonacha,,in,acha
5512,héasúinte,h,éa,te
5513,Folúntas,,,tas
5514,cúiseanna,,,eanna
5515,thionscain,,,in
5516,príomh-aireagán,,príomh,agán
5517,29-bliain,,,in
5518,horduíodh,h,,íodh
5519,luachan,,,chan
5520,lánchomhaltaí,,,taí
5521,hábharthacht,h,,acht
5522,Físe,,,se
5523,fhionraí,,,aí
5524,chartlainne,,,ne
5525,Iad,,,ad
5526,nearraí,,,aí
5527,Neamh-tocsaineach,,,each
5528,hEamhain,h,,in
5529,t-eolas,t-,eo,as
5530,Éifeachtaí,,,taí
5531,Fáinní,,,í
5532,ireannach,,,ach
5533,Fhilleadh,,,eadh
5534,chiallaigh,,,aigh
5535,Liotuáine,,,ne
5536,chumadh,,,adh
5537,Shannta,,,ta
5538,gCiníochas,g,,as
5539,thoimhdítear,,,ítear
5540,fho-roinn,,,inn
5541,shealbhóidh,,,óidh
5542,thairbhiúil,,,úil
5543,Speiceas,,,eas
5544,Inphriontáilte,,,te
5545,comhionannas,,comh,as
5546,Gearrthéarmach,,,ach
5547,léinn,,,inn
5548,shláine,,,ne
5549,sláinte,,,te
5550,chreidmheas,,,eas
5551,Breathnadóirí,,,í
5552,só-chaighdeán,,,eán
5553,bhfuinneog,bh,,eog
5554,caithfidh,,,fidh
5555,ceartaigh,,,aigh
5556,leamhain,,,in
5557,chéannú,,,ú
5558,nDochtúirí,n,,í
5559,poncaíochta,,,ta
5560,toirchiú,t,,iú
5561,Tuigtear,,,ear
5562,Brathadóir,,,adóir
5563,d'fhostaíocht,d',,aíocht
5564,tionónta,t,,ta
5565,stoirmeacha,,,eacha
5566,sean-fhostaidhe,,sean,aidhe
5567,cógaseolaíochta,,,ta
5568,Réin-Main,,,in
5569,Liachta,,,ta
5570,neamhspléach,,neamh,ach
5571,Bríce,,,e
5572,fíor-miracle,,fíor,e
5573,muilinn,,,inn
5574,Cumarsáide,,,e
5575,Chadáis,,,áis
5576,éadaigh,,éa,aigh
5577,athsceidealú,,ath,alú
5578,fho-choistí,,,tí
5579,neamh-chaighdeánach,,neamh,ach
5580,fhormhuinithe,,,ithe
5581,meitibileacht,,meiti,eacht
5582,Europea,,,a
5583,mheascadh,,,adh
5584,Éileamh,,,amh
5585,Infhostaitheachta,,,ta
5586,tSrutháin,t,,in
5587,coinbhinseanúla,,,a
5588,Dronuilleogach,,,ach
5589,ceangaltar,,,tar
5590,daithte,,,te
5591,Neantóige,,,e
5592,urscaoilfidh,,ur,fidh
5593,Cailleann,,,eann
5594,críche,,,e
5595,duánacha,,,acha
5596,mahagaine,,,ne
5597,d'Achta,d',,ta
5598,nglaochanna,n,,anna
5599,debentiúirí,,,í
5600,Gabhadh,,,adh
5601,inmheánaigh,,in,aigh
5602,Éisteacht,,,eacht
5603,neamhchónaitheacha,,neamh,eacha
5604,casúr,,,úr
5605,oibreoir,,,eoir
5606,gnáthuaireanta,,gnáth,ta
5607,dtuarascálacha,d,,acha
5608,Tréithe,,,ithe
5609,Cabhrach,,,ach
5610,leorráta,,,ta
5611,ionchúisítear,,ion,ítear
5612,mí-mheabhracha,,mí,acha
5613,maighdean,,,an
5614,Fillteán,,,eán
5615,Hiodrálacha,,,acha
5616,bhonnlínte,,,te
5617,prímhfhéicheamh,,,amh
5618,coigríche,,,e
5619,cluasa,,cluas,sa
5620,Meicníocht,,,íocht
5621,ghaelscolaíocht,,,aíocht
5622,aerárthaí,,aer,aí
5623,Iascach,,,ach
5624,ghabhálais,,,ais
5625,stumpaí,,,aí
5626,iniúchóir,,in,óir
5627,chúlghairfear,,,fear
5628,scáthanna,,,anna
5629,ísealchríocha,,,a
5630,phríosúnach,,,ach
5631,d'orduithe,d',,ithe
5632,primulas,,,as
5633,theagmháil,,,áil
5634,tiachóga,t,,ga
5635,comh-aireachta,,comh,ta
5636,Teacht,,,eacht
5637,eagla,,,a
5638,n-éistfear,n-,,fear
5639,seamhan,,,an
5640,ngnóthas,n,,as
5641,mianadóireacht,,,eacht
5642,shiarghabhálach,,,ach
5643,scaipeadh,,,eadh
5644,shintéis,,,is
5645,múiscnimheanna,,,eanna
5646,5-meántréimhse,,,se
5647,Fhealsúnaí,,,aí
5648,cúinse,,,se
5649,toghchán,t,,án
5650,seachfhreastalaí,,,aí
5651,earcú,,,ú
5652,clú,,,ú
5653,ailtireacht,,,eacht
5654,Marguithe,,,ithe
5655,sanaithnítear,,,ítear
5656,Iarmhartach,,,ach
5657,athfhorbartha,,ath,tha
5658,fhailleoidh,,,idh
5659,suidheamh,,,amh
5660,buanscéim,,buan,im
5661,chóliona,,,na
5662,scrolla,,,a
5663,forchoimeádfar,,for,far
5664,bhfinnéithe,bh,,ithe
5665,rithte,,,te
5666,comhbhrúite,,comh,te
5667,bhallghnólacht,,,acht
5668,nDroichead,n,,ad
5669,bhfaghaidh,bh,,aidh
5670,fheirmeoireachta,,,ta
5671,coipe,,,e
5672,sheirbhísiú,,,iú
5673,príomhdhualgas,,príomh,as
5674,meirgí,,,í
5675,réamhthoghcháin,,réamh,in
5676,hainmníochtaí,h,ain,taí
5677,ghnáthsheoladh,,,adh
5678,Ionstraimeachtaí,,,taí
5679,hidrileictreach,h,hidri,each
5680,Fenerbahçe,,,e
5681,Fosfáit,,,áit
5682,gcomhcheangailte,g,comh,te
5683,macasamhail,,,amhail
5684,Slánlusanna,,,anna
5685,Cuairteoirí,,,í
5686,mí-oiriúnach,,mí,ach
5687,Again,,,in
5688,allmhairítear,,,ítear
5689,Socraíodh,,,íodh
5690,Fógraítear,,,ítear
5691,staidreamh,,,amh
5692,Breithníonn,,,íonn
5693,dteistiméireacht,d,,eacht
5694,clear,,,ear
5695,foirceann,,fo,eann
5696,gcáis,g,,áis
5697,seamaithe,,,aithe
5698,dtogróidh,d,,óidh
5699,Fionlainne,,,ne
5700,Leagfaidh,,,faidh
5701,tráchtais,,,ais
5702,Iasachta,,,ta
5703,thitfidh,,,fidh
5704,Uimhreacha,,,eacha
5705,sásúla,,,a
5706,Feidhmiuchain,,,in
5707,Sainaithneofar,,,far
5708,géire,,,ire
5709,aisghabhála,,ais,a
5710,cheapadh,,,adh
5711,dhíolúine,,,ne
5712,neamhéifeachtúil,,neamh,túil
5713,treoluas,,,as
5714,bpáirtíocht,b,páirt,íocht
5715,tréigin,,tré,gin
5716,dreidireacht,,,eacht
5717,neamhphearsanta,,neamh,ta
5718,babhtála,,,a
5719,ngobhanna,n,,anna
5720,aoldathú,,,ú
5721,vótálfaidh,,,faidh
5722,ghreamú,,,ú
5723,pinsean,,,sean
5724,frásaí,,,aí
5725,cháilitheach,,,each
5726,n-infheistíocht,n-,in,íocht
5727,athairgeadaithe,,ath,aithe
5728,Geyve,,,e
5729,síoróipe,,síor,e
5730,príomhaigh,,príomh,aigh
5731,Mhínealaín,,,ín
5732,smachtbhanna,,,anna
5733,Eangach,,,ach
5734,iarraidh,,iar,aidh
5735,éilíonn,,,íonn
5736,chapaillíní,,,í
5737,Úcráin,,,in
5738,crocosmia,,,ia
5739,saorghluaiseachta,,,ta
5740,freasabhra,,,ra
5741,dhlíthe,,,the
5742,ainmhidhe,,ain,idhe
5743,Kazanova,,,a
5744,Díolúine,,,ne
5745,fhorbróirí,,,í
5746,aontaobhach,,aon,ach
5747,fhínnithe,,,ithe
5748,stralucirea,,,a
5749,comhardaithe,,comh,aithe
5750,Teachtaí,,,taí
5751,phinsinéirí,,,í
5752,sábháilteachta,,,ta
5753,reacht-shaoirse,,,se
5754,gáinneála,,,a
5755,dea-cháilíochta,,dea,ta
5756,Comhthimpeallach,,,ach
5757,gcomhallann,g,comh,lann
5758,idirmhódúil,,idir,úil
5759,athbhreithneoidh,,ath,idh
5760,geomhlíontar,,geo,tar
5761,Eistfidh,,,fidh
5762,neamhcheadaithe,,neamh,aithe
5763,seribhíse,,,se
5764,Cheatharlach,,,ach
5765,ansin,,an,in
5766,ainhidriúil,,ain,úil
5767,teaghráin,t,,in
5768,aistritheora,,ais,ra
5769,shainsiléir,,,éir
5770,cultúr,,,úr
5771,fhéideacha,,,eacha
5772,básanna,,,anna
5773,hordachán,h,,achán
5774,glacfar,,,far
5775,contaebhuirgí,,,í
5776,gcéad-torthaí,g,céad,aí
5777,ainmhí,,ain,í
5778,Eireannacha,,,acha
5779,leathnóidh,,leath,óidh
5780,neamhfhabhtaithe,,neamh,aithe
5781,Chomhdhéanta,,,ta
5782,altóir,,,tóir
5783,shú,,,ú
5784,stumpáil,,,áil
5785,íonú,,,ú
5786,mbása,m,,sa
5787,fhíona,,,na
5788,Díolphointe,,,te
5789,fhrithstatach,,,ach
5790,Mheánmhéide,,,e
5791,ghlansócmhainní,,,í
5792,fuinseog,,,eog
5793,t-arrachtach,t-,,ach
5794,dhéanas,,,as
5795,foirfe,,fo,e
5796,cleachtóirí,,,í
5797,scoráil,,,áil
5798,ciumhsóga,,,ga
5799,dtoileoidh,d,,idh
5800,Chóta,,,ta
5801,gceannairí,g,ceann,í
5802,gcuinne,g,,ne
5803,n-áireoidh,n-,,idh
5804,threalmhú,,,ú
5805,ailléirgeach,,,each
5806,rómánsúla,,ró,a
5807,bhailíonn,,,íonn
5808,ráillí,,,í
5809,Scéimeanna,,,eanna
5810,tAontas,t,,tas
5811,ardéifeachtúlachta,,ard,ta
5812,dtagartar,d,,tar
